SU_ID,FINALWT,SURV_MODE,SURV_LANG,q1,Q3,q4,Q5A,Q5B,Q5C,Q5D,Q6,Q7A,Q7B,Q8,Q9A,Q9B,Q9C,Q9D,Q9E,Q12,Q13_A,Q13_B,Q13_C,Q13_D,Q13_E,Q13_F,Q13A,Q13B,Q13C,q13cc,Q13D11,Q14A,Q14B,Q14C,Q14D,Q14E,Q14F,Q15A,Q15B,Q15C,Q15D,Q15E,Q15F,Q16A,Q16B,Q16C,Q16D,Q16E,Q16F,Q16G,Q16H,Q16I,Q16J,Q16K,Q16L,Q16M,Q17,Q18,Q19,POLITICS,DEMO,REPUB,INDEP,QVOTE2016,empstatus,MARITAL,agegrp,education,p_education,raceth,hhincome,GENDER,STATE,CENSUS_REGION
181,0.8896483388,(2) Web Interview,(1) English,(6) Somewhat disapprove,(1) Generally optimistic,"(6) Immigration: DACA, border wall, immigrants, etc.",(4) Slightly,(5) Not at all,(3) Moderately,(3) Moderately,(3) Functioning moderately well,(3) A moderate amount,(4) A little,(2) 2,(2) Sometimes,(4) Never,(3) Rarely,(3) Rarely,(4) Never,(2) Somewhat better job,(4) Not too well,(2) Very well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(2) Somewhat more,(1) Much more,(1) Much more,(1) Much more,(2) Somewhat more,(1) Much more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(2) Somewhat more,(2) Somewhat favor,(2) Somewhat favor,(3) Neither favor nor oppose,(1) Strongly favor,(4) Somewhat oppose,(1) Strongly favor,(3) Neither favor nor oppose,(4) Somewhat oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,"(2) ""Take it down a notch""ù",(9) Mexican,(1) Personal car,(2) Republican,,(2) Moderate Republican,,(1) Donald Trump,(1) Employed,(5) Never married,(3) Age 23-29,"(4) College graduate [Associates/community college, BA, or BS]",,"(1) White, non-Hispanic","(4) $30,000 to under $40,000",(1) Male,(IL) Illinois,(2) Midwest
2154,0.2417519412,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(1) The economy: jobs, debt, poverty, cost of living, etc.",(2) Very,(1) Extremely,(5) Not at all,(5) Not at all,(5) Not functioning well at all,(5) Not at all,(4) A little,(8) 8,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(5) Much worse job,(1) Extremely well,(1) Extremely well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(2) Somewhat more,(1) Much more,(1) Much more,(2) Somewhat more,(1) Much more,(1) Much more,(2) Somewhat more,(2) Somewhat more,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(3) Neither favor nor oppose,(5) Strongly oppose,(5) Strongly oppose,"(1) ""Delete your account""ù",(7) Japanese,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(2) Hillary Clinton,(2) Not employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,(3) Hispanic,"(1) Under $10,000",(1) Male,(CA) California,(4) West
2157,0.3094094098,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(2) Very,(1) Extremely,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(4) A little,(4) A little,(10) 10 - Certain will vote,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(3) Somewhat well,(3) Somewhat well,(5) Not well at all,(5) Not well at all,(4) Not too well,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(2) Somewhat more,(1) Much more,(3) About the same,(3) About the same,(1) Much more,(2) Somewhat more,(1) Much more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(4) Somewhat oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(1) Strongly favor,(3) Neither favor nor oppose,(1) Strongly favor,(2) Somewhat favor,"(1) ""Delete your account""ù",(6) Italian,(1) Personal car,(1) Democrat,(1) Strong Democrat,,,(2) Hillary Clinton,(1) Employed,(1) Married/Living with partner,(4) Age 30-34,(3) Some college,,"(1) White, non-Hispanic","(7) $75,000 to under $100,000",(2) Female,(MI) Michigan,(2) Midwest
2161,0.3132077693,(2) Web Interview,(1) English,(1) Strongly approve,(1) Generally optimistic,"(6) Immigration: DACA, border wall, immigrants, etc.",(2) Very,(4) Slightly,(2) Very,(2) Very,(4) Not functioning too well,(4) A little,(3) A moderate amount,,(2) Sometimes,(3) Rarely,(4) Never,(4) Never,(4) Never,(1) Much better job,(4) Not too well,(2) Very well,(1) Extremely well,(1) Extremely well,(1) Extremely well,(1) Extremely well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(2) Somewhat more,(2) Somewhat more,(3) About the same,(4) Somewhat less,(3) About the same,(3) About the same,(1) Much more,(2) Somewhat more,(4) Somewhat less,(5) Much less,(3) About the same,(5) Much less,(4) Somewhat oppose,(4) Somewhat oppose,(1) Strongly favor,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(1) Strongly favor,"(3) ""Keep doing what youíre doing""ù",(1) American,(1) Personal car,(2) Republican,,(2) Moderate Republican,,,,,(1) Age 15-17,,(2) High school graduate,"(1) White, non-Hispanic","(2) $10,000 to under $20,000",(1) Male,(WV) West Virginia,(3) South
2163,0.622210008,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(10) Foreign policy: international relations, mentions of specific countries, etc.",(1) Extremely,(2) Very,(5) Not at all,(4) Slightly,(5) Not functioning well at all,(5) Not at all,(3) A moderate amount,(10) 10 - Certain will vote,(1) Often,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(4) Not too well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(4) Not too well,(3) Not affected the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(4) Somewhat oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(4) Somewhat oppose,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(4) Somewhat oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(1) Strongly favor,(3) Neither favor nor oppose,"(2) ""Take it down a notch""ù",(9) Mexican,(1) Personal car,(3) Independent,,,(2) Lean Republican,(2) Hillary Clinton,(2) Not employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,(3) Hispanic,"(8) $100,000 to under $150,000",(2) Female,(TX) Texas,(3) South
2165,0.5558191389,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(6) Immigration: DACA, border wall, immigrants, etc.",(2) Very,(2) Very,(3) Moderately,(4) Slightly,(4) Not functioning too well,(4) A little,(4) A little,(10) 10 - Certain will vote,(3) Rarely,(3) Rarely,(3) Rarely,(4) Never,(4) Never,(5) Much worse job,(1) Extremely well,(3) Somewhat well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(3) About the same,(2) Somewhat more,(1) Much more,(2) Somewhat more,(1) Much more,(3) About the same,(3) About the same,(1) Much more,(2) Somewhat more,(3) About the same,(2) Somewhat more,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(1) Strongly favor,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,"(1) ""Delete your account""ù",(7) Japanese,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(4) Did not vote,(1) Employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,(3) Hispanic,"(3) $20,000 to under $30,000",(2) Female,(CA) California,(4) West
2167,0.2602208138,(2) Web Interview,(1) English,(7) Strongly disapprove,(1) Generally optimistic,(8) Social inequality,(1) Extremely,(2) Very,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(5) Not at all,(4) A little,(10) 10 - Certain will vote,(2) Sometimes,(2) Sometimes,(1) Often,(2) Sometimes,(2) Sometimes,(4) Somewhat worse job,(3) Somewhat well,(2) Very well,(5) Not well at all,(5) Not well at all,(4) Not too well,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(1) Much more,(1) Much more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(1) Much more,(2) Somewhat more,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(4) Somewhat oppose,(1) Strongly favor,(4) Somewhat oppose,"(1) ""Delete your account""ù",(10) Thai,(1) Personal car,(1) Democrat,(1) Strong Democrat,,,,,,(1) Age 15-17,,"(4) College graduate [Associates/community college, BA, or BS]","(1) White, non-Hispanic","(8) $100,000 to under $150,000",(2) Female,(NC) North Carolina,(3) South
2170,0.4541308023,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(1) The economy: jobs, debt, poverty, cost of living, etc.",(3) Moderately,(2) Very,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(4) A little,(4) A little,(10) 10 - Certain will vote,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(3) Somewhat well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(3) Somewhat well,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) Neither favor nor oppose,(1) Strongly favor,(5) Strongly oppose,(4) Somewhat oppose,(2) Somewhat favor,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,"(1) ""Delete your account""ù",(9) Mexican,(1) Personal car,(3) Independent,,,(3) Donít lean,(3) Someone else,(1) Employed,(1) Married/Living with partner,(4) Age 30-34,"(4) College graduate [Associates/community college, BA, or BS]",,"(1) White, non-Hispanic","(7) $75,000 to under $100,000",(2) Female,(CO) Colorado,(4) West
2176,0.4312136131,(2) Web Interview,(1) English,(6) Somewhat disapprove,(2) Generally pessimistic,"(11) Concerns about Trump, leadership",(1) Extremely,(1) Extremely,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(3) A moderate amount,(3) A moderate amount,(10) 10 - Certain will vote,(1) Often,(4) Never,(4) Never,(4) Never,(4) Never,(5) Much worse job,(4) Not too well,(2) Very well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,"(2) Done something unethical, but NOT illegal",(1) Is a racist,(5) Much less,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(5) Much less,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(4) Somewhat oppose,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,"(1) ""Delete your account""ù",(9) Mexican,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(2) Hillary Clinton,(1) Employed,(5) Never married,(4) Age 30-34,"(4) College graduate [Associates/community college, BA, or BS]",,"(1) White, non-Hispanic","(6) $50,000 to under $75,000",(2) Female,(IN) Indiana,(2) Midwest
2177,0.4475098633,(2) Web Interview,(1) English,(1) Strongly approve,(1) Generally optimistic,"(6) Immigration: DACA, border wall, immigrants, etc.",(5) Not at all,(5) Not at all,(1) Extremely,(1) Extremely,(3) Functioning moderately well,(4) A little,(1) A great deal,(8) 8,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(1) Much better job,(5) Not well at all,(3) Somewhat well,(1) Extremely well,(1) Extremely well,(1) Extremely well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(1) Much more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(5) Much less,(1) Much more,(1) Much more,(1) Much more,(3) About the same,(3) About the same,(5) Much less,(5) Strongly oppose,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(2) Somewhat favor,(3) Neither favor nor oppose,(5) Strongly oppose,(4) Somewhat oppose,(5) Strongly oppose,(1) Strongly favor,(3) Neither favor nor oppose,(1) Strongly favor,"(3) ""Keep doing what youíre doing""ù",(1) American,(1) Personal car,(4) None of these,,,(2) Lean Republican,(2) Hillary Clinton,(2) Not employed,(5) Never married,(4) Age 30-34,(3) Some college,,"(1) White, non-Hispanic","(2) $10,000 to under $20,000",(1) Male,(TN) Tennessee,(3) South
2180,4.7315190529,(2) Web Interview,(1) English,(1) Strongly approve,(1) Generally optimistic,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(3) Moderately,(3) Moderately,(2) Very,(2) Very,(3) Functioning moderately well,(4) A little,(4) A little,(10) 10 - Certain will vote,(3) Rarely,(4) Never,(3) Rarely,(4) Never,(4) Never,(1) Much better job,(5) Not well at all,(2) Very well,(2) Very well,(1) Extremely well,(1) Extremely well,(2) Very well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(5) Strongly oppose,(2) Somewhat favor,(1) Strongly favor,"(3) ""Keep doing what youíre doing""ù",(9) Mexican,(1) Personal car,(2) Republican,,(2) Moderate Republican,,(1) Donald Trump,(1) Employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,(3) Hispanic,"(5) $40,000 to under $50,000",(2) Female,(TX) Texas,(3) South
2185,1.6618073073,(1) Phone interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(3) Moderately,(2) Very,(3) Moderately,(5) Not at all,(4) Not functioning too well,(5) Not at all,(3) A moderate amount,(10) 10 - Certain will vote,(2) Sometimes,(1) Often,(1) Often,(3) Rarely,(2) Sometimes,(3) About what you expected,(2) Very well,(2) Very well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(1) Much more,(3) About the same,(2) Somewhat more,(3) About the same,(1) Much more,(1) Much more,(2) Somewhat more,(3) About the same,(1) Strongly favor,(3) Neither favor nor oppose,(4) Somewhat oppose,(4) Somewhat oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(2) Somewhat favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(4) Somewhat oppose,"(1) ""Delete your account""ù",(9) Mexican,(1) Personal car,(3) Independent,,,(1) Lean Democrat,(3) Someone else,(2) Not employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,(3) Hispanic,"(3) $20,000 to under $30,000",(2) Female,(AZ) Arizona,(4) West
2197,0.1595842172,(2) Web Interview,(1) English,(7) Strongly disapprove,(1) Generally optimistic,"(11) Concerns about Trump, leadership",(5) Not at all,(1) Extremely,(5) Not at all,(5) Not at all,(5) Not functioning well at all,(5) Not at all,(5) Not at all,,(2) Sometimes,(2) Sometimes,(4) Never,(4) Never,(4) Never,(3) About what you expected,(2) Very well,(1) Extremely well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(5) Much less,(5) Much less,(1) Much more,(1) Much more,(1) Much more,(5) Much less,(1) Much more,(1) Much more,(2) Somewhat more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(1) Strongly favor,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(5) Strongly oppose,(1) Strongly favor,(4) Somewhat oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,"(1) ""Delete your account""ù",(1) American,(6) Train or subway,(1) Democrat,(1) Strong Democrat,,,,,,(1) Age 15-17,,(2) High school graduate,"(2) African American, non-Hispanic","(3) $20,000 to under $30,000",(1) Male,(NY) New York,(1) Northeast
2198,0.2133671459,(2) Web Interview,(1) English,(2) Somewhat approve,(1) Generally optimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(5) Not at all,(5) Not at all,(5) Not at all,(5) Not at all,(3) Functioning moderately well,(4) A little,(4) A little,(5) 5,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(4) Not too well,(3) Somewhat well,(3) Somewhat well,(4) Not too well,(3) Somewhat well,(4) Not too well,(3) Not affected the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat more,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(4) Somewhat oppose,(3) Neither favor nor oppose,(3) Neither favor nor oppose,"(1) ""Delete your account""ù",(1) American,(5) Bus,(4) None of these,,,(3) Donít lean,,,,(1) Age 15-17,,(3) Some college,"(1) White, non-Hispanic","(7) $75,000 to under $100,000",(1) Male,(TX) Texas,(3) South
2201,0.2884511931,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,"(1) The economy: jobs, debt, poverty, cost of living, etc.",(4) Slightly,(4) Slightly,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(4) A little,(3) A moderate amount,(6) 6,(2) Sometimes,(4) Never,(4) Never,(4) Never,(4) Never,(5) Much worse job,(2) Very well,(3) Somewhat well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(2) Somewhat more,(4) Somewhat less,(4) Somewhat less,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(5) Strongly oppose,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(1) Strongly favor,(2) Somewhat favor,(4) Somewhat oppose,"(1) ""Delete your account""ù",(9) Mexican,(1) Personal car,(1) Democrat,(2) Moderate Democrat,,,(4) Did not vote,(1) Employed,(1) Married/Living with partner,(4) Age 30-34,(3) Some college,,"(1) White, non-Hispanic","(5) $40,000 to under $50,000",(2) Female,(CA) California,(4) West
2210,0.6381351029,(2) Web Interview,(1) English,(2) Somewhat approve,(1) Generally optimistic,"(6) Immigration: DACA, border wall, immigrants, etc.",(5) Not at all,(5) Not at all,(2) Very,(2) Very,(2) Functioning very well,(3) A moderate amount,(3) A moderate amount,(10) 10 - Certain will vote,(1) Often,(4) Never,(4) Never,(4) Never,(4) Never,(2) Somewhat better job,(5) Not well at all,(3) Somewhat well,(3) Somewhat well,(2) Very well,(2) Very well,(3) Somewhat well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,(3) Not done anything wrong,(2) Is not a racist,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(3) About the same,(3) About the same,(1) Much more,(2) Somewhat more,(4) Somewhat less,(3) About the same,(3) About the same,(3) About the same,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(5) Strongly oppose,(5) Strongly oppose,(2) Somewhat favor,(5) Strongly oppose,(1) Strongly favor,(2) Somewhat favor,(4) Somewhat oppose,"(3) ""Keep doing what youíre doing""ù",(9) Mexican,(1) Personal car,(2) Republican,,(2) Moderate Republican,,(1) Donald Trump,(1) Employed,(5) Never married,(4) Age 30-34,"(4) College graduate [Associates/community college, BA, or BS]",,"(1) White, non-Hispanic","(5) $40,000 to under $50,000",(1) Male,(AZ) Arizona,(4) West
2214,0.3426129306,(2) Web Interview,(1) English,(1) Strongly approve,(1) Generally optimistic,"(5) Gun laws: school shootings, gun control, Second Amendment, assault rifles, guns, etc.",(3) Moderately,(4) Slightly,(4) Slightly,(2) Very,(2) Functioning very well,(3) A moderate amount,(3) A moderate amount,(8) 8,(2) Sometimes,(3) Rarely,(3) Rarely,(4) Never,(2) Sometimes,(3) About what you expected,(3) Somewhat well,(2) Very well,(3) Somewhat well,(2) Very well,(2) Very well,(2) Very well,(1) Helped the US economy,(1) Mentally fit to be president,(1) Generally honest,"(2) Done something unethical, but NOT illegal",(2) Is not a racist,(3) About the same,(3) About the same,(2) Somewhat more,(3) About the same,(3) About the same,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(1) Much more,(3) About the same,(3) About the same,(2) Somewhat more,(3) Neither favor nor oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(4) Somewhat oppose,(4) Somewhat oppose,(3) Neither favor nor oppose,(2) Somewhat favor,(3) Neither favor nor oppose,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,(2) Somewhat favor,"(2) ""Take it down a notch""ù",(2) Chinese,(5) Bus,(2) Republican,,(2) Moderate Republican,,(1) Donald Trump,(1) Employed,(5) Never married,(3) Age 23-29,"(4) College graduate [Associates/community college, BA, or BS]",,(4) Other,"(4) $30,000 to under $40,000",(1) Male,(IL) Illinois,(2) Midwest
2216,0.747102268,(2) Web Interview,(1) English,(7) Strongly disapprove,(2) Generally pessimistic,(14) Other issues,(1) Extremely,(1) Extremely,(4) Slightly,(5) Not at all,(5) Not functioning well at all,(5) Not at all,(1) A great deal,(10) 10 - Certain will vote,(1) Often,(2) Sometimes,(1) Often,(3) Rarely,(4) Never,(5) Much worse job,(2) Very well,(1) Extremely well,(5) Not well at all,(5) Not well at all,(5) Not well at all,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(1) Much more,(1) Much more,(2) Somewhat more,(1) Much more,(5) Much less,(1) Much more,(3) About the same,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(2) Somewhat favor,(1) Strongly favor,(5) Strongly oppose,(5) Strongly oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,"(1) ""Delete your account""ù",(2) Chinese,(1) Personal car,(3) Independent,,,(1) Lean Democrat,(3) Someone else,(2) Not employed,(1) Married/Living with partner,(3) Age 23-29,(3) Some college,,"(1) White, non-Hispanic","(7) $75,000 to under $100,000",(2) Female,(IA) Iowa,(2) Midwest
2218,0.1585711089,(2) Web Interview,(2) Spanish,(7) Strongly disapprove,(2) Generally pessimistic,(14) Other issues,(2) Very,(2) Very,(5) Not at all,(4) Slightly,(4) Not functioning too well,(4) A little,(4) A little,,(3) Rarely,(4) Never,(4) Never,(4) Never,(4) Never,(3) About what you expected,(3) Somewhat well,(1) Extremely well,(4) Not too well,(5) Not well at all,(4) Not too well,(5) Not well at all,(2) Hurt the US economy,(2) Mentally unfit to be president,(2) Generally dishonest,(1) Done something illegal,(1) Is a racist,(1) Much more,(2) Somewhat more,(1) Much more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(1) Much more,(2) Somewhat more,(2) Somewhat more,(2) Somewhat more,(3) About the same,(3) About the same,(1) Strongly favor,(1) Strongly favor,(5) Strongly oppose,(3) Neither favor nor oppose,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(1) Strongly favor,(3) Neither favor nor oppose,(5) Strongly oppose,(2) Somewhat favor,(2) Somewhat favor,"(2) ""Take it down a notch""ù",(6) Italian,(1) Personal car,(1) Democrat,(99) DONíT KNOW/SKIPPED/REFUSED (VOL),,,,,,(1) Age 15-17,,(3) Some college,(3) Hispanic,"(2) $10,000 to under $20,000",(2) Female,(FL) Florida,(3) South
